order_id,customer_id,restaurant_name,cuisine,order_datetime,delivery_time_min,order_value,discount_percent,payment_method,rating,delivery_city,delivery_partner,food_items,cancellation_reason,refund_amount,order_date,order_hour,order_day,is_rated
90014,7743,Kebab Street,Mexican,2025-01-11 19:55:04,60.0,958.0,0.0,Wallet,5.0,Mumbai,Sana,"Pizza, Coke",Customer Cancelled,107.16,2025-01-11,19,Saturday,True
11431,4076,Spice Villa,Chinese,2025-06-25 15:32:04,60.0,958.0,0.0,Upi,3.6,Hyderabad,Rohan,South Thali,No cancellation,0.0,2025-06-25,15,Wednesday,True
49002,4539,Veggie Point,Italian,2025-11-20 08:39:04,60.0,958.0,0.0,Cash,5.0,Delhi,Sana,South Thali,Restaurant busy,540.25,2025-11-20,8,Thursday,True
46374,7309,Burger Hub,Chinese,2025-10-29 14:24:04,60.0,958.0,0.0,Wallet,5.0,Pune,Fatima,South Thali,No cancellation,0.0,2025-10-29,14,Wednesday,True
53830,5703,Pizza Craft,South Indian,2025-09-14 08:59:04,60.0,958.0,0.0,Cash,0.0,Hyderabad,Amit,"Pizza, Coke",Rider unavailable,0.0,2025-09-14,8,Sunday,False
81038,8071,Pizza Craft,North Indian,2025-01-28 18:35:04,60.0,958.0,10.86,Upi,4.0,Kolkata,Harsh,Biryani,Customer Cancelled,504.39,2025-01-28,18,Tuesday,True
34926,5643,Spice Villa,North Indian,2025-06-23 05:58:04,60.0,958.0,0.0,Net Banking,0.0,Delhi,Kiran,South Thali,Rider unavailable,0.0,2025-06-23,5,Monday,False
55456,5451,Noodle House,North Indian,2025-09-21 08:58:04,60.0,647.02,26.13,Wallet,0.0,Pune,Fatima,Biryani,Rider unavailable,473.18,2025-09-21,8,Sunday,False
67614,5711,Tandoori Nights,North Indian,2025-04-02 19:30:04,60.0,958.0,0.0,Upi,0.0,Pune,Kiran,Noodles,Rider unavailable,284.72,2025-04-02,19,Wednesday,False
78671,8789,Veggie Point,Mexican,2025-10-16 08:19:04,112.0,958.0,8.47,Cash,0.0,Delhi,Rohan,Biryani,Restaurant busy,0.0,2025-10-16,8,Thursday,False
63706,6417,Kebab Street,Chinese,2025-08-12 06:26:04,60.0,1374.17,0.0,Wallet,2.2,Pune,Harsh,Biryani,Rider unavailable,0.0,2025-08-12,6,Tuesday,True
71642,4455,Pizza Craft,South Indian,2025-11-02 10:04:04,52.0,352.64,28.05,Cash,5.0,Kolkata,Sana,Biryani,Rider unavailable,0.0,2025-11-02,10,Sunday,True
97688,6239,Spice Villa,South Indian,2025-08-19 20:42:04,60.0,958.0,0.0,Wallet,3.7,Bangalore,Rohan,Biryani,No cancellation,0.0,2025-08-19,20,Tuesday,True
87208,7122,Pizza Craft,Mexican,2025-08-02 08:14:04,60.0,958.0,0.0,Wallet,0.0,Kolkata,Harsh,Noodles,Rider unavailable,0.0,2025-08-02,8,Saturday,False
98977,2824,Veggie Point,Mexican,2025-05-08 10:28:04,44.0,1349.62,0.0,Cash,5.0,Delhi,Deepak,"Pizza, Coke",Customer Cancelled,153.52,2025-05-08,10,Thursday,True
88948,8470,Sushi World,Fast Food,2025-07-01 18:21:04,60.0,958.0,0.0,Upi,2.0,Mumbai,Rohan,"Pizza, Coke",No cancellation,0.0,2025-07-01,18,Tuesday,True
29354,7553,Tandoori Nights,North Indian,2025-10-26 15:22:04,60.0,958.0,10.64,Upi,0.0,Pune,Amit,Biryani,Restaurant busy,0.0,2025-10-26,15,Sunday,False
28862,9269,Burger Hub,Fast Food,2025-08-04 15:56:04,116.0,958.0,0.0,Card,0.0,Mumbai,Harsh,Sushi Set,Restaurant busy,355.0,2025-08-04,15,Monday,False
84481,2149,Spice Villa,Italian,2025-02-07 05:02:04,60.0,958.0,0.0,Net Banking,5.0,Bangalore,Amit,"Burger, Fries",Customer Cancelled,246.97,2025-02-07,5,Friday,True
83589,2612,Spice Villa,Italian,2025-08-05 21:59:04,50.0,958.0,0.0,Net Banking,5.0,Hyderabad,Deepak,Noodles,Customer Cancelled,0.0,2025-08-05,21,Tuesday,True
68352,5793,Veggie Point,Italian,2025-08-12 06:23:04,60.0,684.07,0.0,Upi,0.0,Delhi,Fatima,Noodles,Customer Cancelled,0.0,2025-08-12,6,Tuesday,False
21320,6160,Burger Hub,Chinese,2025-07-07 01:40:04,64.0,1261.1,0.0,Upi,4.1,Hyderabad,Amit,"Pizza, Coke",No cancellation,0.0,2025-07-07,1,Monday,True
60978,4435,Spice Villa,Japanese,2024-11-30 08:47:04,60.0,1704.46,0.0,Cash,0.0,Mumbai,Amit,Biryani,No cancellation,0.0,2024-11-30,8,Saturday,False
20899,3794,Noodle House,Fast Food,2024-12-28 12:55:04,74.0,958.0,5.38,Upi,0.0,Pune,Rohan,"Pizza, Coke",Restaurant busy,0.0,2024-12-28,12,Saturday,False
83578,7852,Pizza Craft,North Indian,2024-11-29 01:28:04,60.0,700.84,9.2,Upi,0.0,Pune,Amit,"Pizza, Coke",Restaurant busy,546.74,2024-11-29,1,Friday,False
10571,6473,Café Bliss,Fast Food,2025-09-28 13:40:04,28.0,958.0,25.05,Cash,0.0,Mumbai,Sana,"Burger, Fries",No cancellation,0.0,2025-09-28,13,Sunday,False
91221,9247,Noodle House,Italian,2025-06-18 04:20:04,60.0,125.21,0.0,Cash,1.3,Kolkata,Deepak,"Pizza, Coke",Customer Cancelled,0.0,2025-06-18,4,Wednesday,True
25146,7676,Biryani Express,Chinese,2025-05-05 16:10:04,107.0,1424.54,0.0,Cash,5.0,Delhi,Fatima,South Thali,Customer Cancelled,0.0,2025-05-05,16,Monday,True
43235,6133,Tandoori Nights,South Indian,2025-04-08 03:14:04,60.0,958.0,0.0,Upi,5.0,Mumbai,Kiran,"Pizza, Coke",Customer Cancelled,378.35,2025-04-08,3,Tuesday,True
36272,5535,Spice Villa,Italian,2025-05-05 18:42:04,60.0,915.6,25.88,Upi,1.4,Mumbai,Fatima,Sushi Set,Customer Cancelled,0.0,2025-05-05,18,Monday,True
27219,4031,Spice Villa,North Indian,2024-12-07 04:42:04,48.0,958.0,0.63,Card,3.8,Bangalore,Sana,South Thali,Rider unavailable,0.0,2024-12-07,4,Saturday,True
52754,6491,Burger Hub,Italian,2025-06-02 20:33:04,60.0,958.0,38.96,Wallet,3.5,Mumbai,Harsh,South Thali,No cancellation,0.0,2025-06-02,20,Monday,True
50668,2890,Tandoori Nights,Fast Food,2025-02-27 00:05:04,91.0,958.0,0.0,Net Banking,5.0,Kolkata,Rohan,"Pizza, Coke",Rider unavailable,378.94,2025-02-27,0,Thursday,True
55509,2182,Kebab Street,Italian,2025-06-28 22:02:04,60.0,853.5,0.0,Cash,2.9,Hyderabad,Harsh,Noodles,Customer Cancelled,231.64,2025-06-28,22,Saturday,True
49296,4587,Burger Hub,Italian,2025-02-11 02:24:04,60.0,958.0,12.04,Wallet,3.0,Bangalore,Deepak,Noodles,Customer Cancelled,507.43,2025-02-11,2,Tuesday,True
51313,1671,Burger Hub,Japanese,2024-12-29 15:55:04,84.0,958.0,26.56,Wallet,5.0,Bangalore,Amit,Biryani,Customer Cancelled,0.0,2024-12-29,15,Sunday,True
46046,6305,Café Bliss,Fast Food,2025-01-01 06:56:04,60.0,1063.88,0.0,Cash,5.0,Pune,Sana,Noodles,Customer Cancelled,0.0,2025-01-01,6,Wednesday,True
39529,1391,Tandoori Nights,Italian,2025-01-18 17:21:04,60.0,1015.54,0.0,Wallet,0.0,Bangalore,Rohan,Biryani,Customer Cancelled,0.0,2025-01-18,17,Saturday,False
50102,1392,Noodle House,Italian,2025-10-20 02:07:04,60.0,1347.75,17.86,Card,0.0,Pune,Sana,South Thali,Restaurant busy,345.33,2025-10-20,2,Monday,False
61046,8569,Burger Hub,Japanese,2025-02-01 14:17:04,66.0,787.4,35.59,Card,5.0,Delhi,Amit,Noodles,Customer Cancelled,0.0,2025-02-01,14,Saturday,True
72672,6787,Tandoori Nights,North Indian,2025-09-02 15:40:04,60.0,958.0,0.0,Net Banking,1.5,Bangalore,Amit,"Pizza, Coke",No cancellation,0.0,2025-09-02,15,Tuesday,True
58854,7302,Biryani Express,Italian,2025-03-04 18:38:04,60.0,1790.63,0.0,Upi,0.0,Pune,Harsh,"Burger, Fries",No cancellation,0.0,2025-03-04,18,Tuesday,False
12987,3032,Spice Villa,Italian,2025-02-04 16:39:04,53.0,1725.12,0.0,Upi,0.0,Mumbai,Amit,South Thali,Customer Cancelled,0.0,2025-02-04,16,Tuesday,False
47725,9318,Spice Villa,Mexican,2025-05-27 01:24:04,106.0,958.0,23.5,Cash,5.0,Bangalore,Harsh,Sushi Set,Restaurant busy,0.0,2025-05-27,1,Tuesday,True
35730,1116,Spice Villa,North Indian,2025-07-18 19:27:04,60.0,594.57,0.0,Upi,0.0,Kolkata,Deepak,Noodles,Rider unavailable,666.55,2025-07-18,19,Friday,False
70411,2195,Noodle House,Japanese,2025-11-18 13:55:04,92.0,1723.61,0.0,Cash,0.0,Hyderabad,Fatima,Sushi Set,Customer Cancelled,81.98,2025-11-18,13,Tuesday,False
29964,8022,Café Bliss,North Indian,2025-03-18 21:38:04,60.0,1352.31,16.31,Wallet,5.0,Kolkata,Deepak,"Pizza, Coke",Rider unavailable,0.0,2025-03-18,21,Tuesday,True
39735,5099,Spice Villa,Chinese,2025-05-27 01:46:04,60.0,958.0,1.19,Cash,0.0,Hyderabad,Kiran,"Pizza, Coke",No cancellation,0.0,2025-05-27,1,Tuesday,False
60189,7623,Spice Villa,South Indian,2025-05-07 17:46:04,60.0,958.0,23.09,Card,0.0,Pune,Amit,Biryani,Rider unavailable,0.0,2025-05-07,17,Wednesday,False
34128,1852,Tandoori Nights,Fast Food,2025-05-18 10:08:04,47.0,370.46,16.86,Upi,1.6,Bangalore,Deepak,"Pizza, Coke",No cancellation,0.0,2025-05-18,10,Sunday,True
20954,3403,Café Bliss,Chinese,2025-11-06 09:06:04,69.0,424.71,15.63,Cash,5.0,Delhi,Harsh,Biryani,Restaurant busy,0.0,2025-11-06,9,Thursday,True
17951,9042,Café Bliss,Italian,2025-01-10 22:10:04,114.0,958.0,0.0,Card,5.0,Kolkata,Harsh,"Pizza, Coke",Customer Cancelled,0.0,2025-01-10,22,Friday,True
73955,8332,Café Bliss,Italian,2025-07-11 20:11:04,60.0,958.0,0.0,Upi,0.0,Pune,Harsh,Noodles,Customer Cancelled,450.07,2025-07-11,20,Friday,False
38384,1585,Kebab Street,Fast Food,2025-03-19 07:03:04,60.0,958.0,0.0,Cash,3.7,Pune,Fatima,"Pizza, Coke",Restaurant busy,184.5,2025-03-19,7,Wednesday,True
15523,6883,Café Bliss,North Indian,2025-09-29 07:30:04,60.0,958.0,1.13,Net Banking,4.0,Hyderabad,Harsh,Noodles,No cancellation,0.0,2025-09-29,7,Monday,True
62639,5044,Spice Villa,Italian,2025-08-27 01:46:04,57.0,958.0,25.06,Cash,5.0,Bangalore,Sana,"Burger, Fries",Restaurant busy,0.0,2025-08-27,1,Wednesday,True
36922,6006,Kebab Street,Italian,2025-03-02 19:38:04,101.0,958.0,5.84,Upi,3.6,Hyderabad,Amit,"Pizza, Coke",Customer Cancelled,0.0,2025-03-02,19,Sunday,True
19048,1626,Sushi World,Fast Food,2024-12-09 00:14:04,60.0,958.0,0.0,Card,2.9,Pune,Rohan,Noodles,Rider unavailable,186.57,2024-12-09,0,Monday,True
69000,4886,Pizza Craft,South Indian,2025-11-25 01:49:04,60.0,958.0,0.0,Card,5.0,Kolkata,Deepak,"Pizza, Coke",No cancellation,0.0,2025-11-25,1,Tuesday,True
89828,4145,Café Bliss,Mexican,2025-05-14 09:58:04,60.0,315.79,0.0,Card,0.0,Hyderabad,Amit,"Burger, Fries",Restaurant busy,0.0,2025-05-14,9,Wednesday,False
90201,3571,Kebab Street,Mexican,2025-04-05 11:07:04,17.0,958.0,0.0,Wallet,5.0,Mumbai,Fatima,"Pizza, Coke",Rider unavailable,0.0,2025-04-05,11,Saturday,True
72002,5066,Spice Villa,South Indian,2025-02-12 12:28:04,60.0,958.0,8.93,Upi,0.0,Bangalore,Amit,"Burger, Fries",Customer Cancelled,557.81,2025-02-12,12,Wednesday,False
42008,1474,Sushi World,Italian,2025-06-30 07:34:04,60.0,958.0,36.8,Wallet,5.0,Hyderabad,Deepak,Noodles,No cancellation,0.0,2025-06-30,7,Monday,True
23770,1869,Noodle House,Chinese,2025-08-28 10:22:04,60.0,958.0,0.0,Upi,0.0,Pune,Amit,"Burger, Fries",Rider unavailable,0.0,2025-08-28,10,Thursday,False
62558,1122,Biryani Express,North Indian,2025-01-23 19:05:04,60.0,958.0,0.0,Cash,5.0,Pune,Kiran,Noodles,No cancellation,0.0,2025-01-23,19,Thursday,True
55606,4054,Burger Hub,Italian,2025-04-20 14:01:04,60.0,958.0,0.0,Cash,2.9,Bangalore,Kiran,Biryani,No cancellation,0.0,2025-04-20,14,Sunday,True
99186,2967,Noodle House,South Indian,2025-07-28 05:58:04,60.0,958.0,0.0,Cash,1.7,Kolkata,Kiran,South Thali,Customer Cancelled,0.0,2025-07-28,5,Monday,True
49867,1919,Noodle House,Japanese,2025-08-17 19:23:04,60.0,895.1,0.0,Cash,1.2,Pune,Rohan,Biryani,Rider unavailable,141.8,2025-08-17,19,Sunday,True
92960,9788,Spice Villa,North Indian,2024-12-09 00:59:04,60.0,156.96,31.88,Wallet,5.0,Mumbai,Deepak,Biryani,Restaurant busy,0.0,2024-12-09,0,Monday,True
71568,6107,Burger Hub,Fast Food,2025-08-29 15:02:04,60.0,958.0,0.0,Cash,3.7,Mumbai,Fatima,Sushi Set,Restaurant busy,423.61,2025-08-29,15,Friday,True
54525,8900,Noodle House,Chinese,2025-05-12 02:58:04,60.0,958.0,0.0,Cash,2.3,Hyderabad,Sana,Sushi Set,Customer Cancelled,0.0,2025-05-12,2,Monday,True
35688,9121,Café Bliss,Chinese,2025-01-08 02:44:04,85.0,313.48,0.0,Upi,5.0,Hyderabad,Rohan,South Thali,Restaurant busy,0.0,2025-01-08,2,Wednesday,True
54700,7405,Spice Villa,North Indian,2025-03-29 15:52:04,60.0,958.0,0.0,Upi,1.9,Kolkata,Harsh,"Burger, Fries",Customer Cancelled,0.0,2025-03-29,15,Saturday,True
82852,5615,Sushi World,South Indian,2025-02-08 02:54:04,24.0,958.0,0.0,Cash,5.0,Hyderabad,Kiran,"Pizza, Coke",Customer Cancelled,0.0,2025-02-08,2,Saturday,True
77373,2656,Kebab Street,Mexican,2025-11-13 09:30:04,60.0,958.0,14.47,Card,5.0,Mumbai,Rohan,Sushi Set,Customer Cancelled,0.0,2025-11-13,9,Thursday,True
44727,9290,Noodle House,Italian,2025-08-12 22:52:04,105.0,958.0,0.0,Upi,0.0,Kolkata,Kiran,"Burger, Fries",Rider unavailable,0.0,2025-08-12,22,Tuesday,False
90515,4201,Burger Hub,Mexican,2024-12-13 20:01:04,60.0,958.0,0.0,Cash,4.8,Kolkata,Amit,"Burger, Fries",Restaurant busy,0.0,2024-12-13,20,Friday,True
87436,2196,Sushi World,Chinese,2025-07-18 05:09:04,23.0,958.0,0.0,Upi,0.0,Hyderabad,Amit,Biryani,No cancellation,0.0,2025-07-18,5,Friday,False
18313,4347,Sushi World,Japanese,2025-11-02 14:13:04,60.0,958.0,23.6,Wallet,3.0,Hyderabad,Deepak,"Burger, Fries",Customer Cancelled,0.0,2025-11-02,14,Sunday,True
49173,9821,Tandoori Nights,Italian,2024-11-25 23:11:04,96.0,958.0,0.0,Cash,0.0,Mumbai,Kiran,"Burger, Fries",No cancellation,0.0,2024-11-25,23,Monday,False
80935,9273,Noodle House,Japanese,2025-06-03 04:40:04,60.0,958.0,0.0,Upi,5.0,Kolkata,Fatima,"Burger, Fries",No cancellation,0.0,2025-06-03,4,Tuesday,True
30510,5712,Sushi World,Japanese,2025-01-18 16:33:04,60.0,958.0,35.26,Net Banking,0.0,Kolkata,Rohan,Noodles,No cancellation,0.0,2025-01-18,16,Saturday,False
17450,2470,Noodle House,Italian,2025-04-14 00:48:04,72.0,958.0,0.0,Cash,1.8,Hyderabad,Sana,South Thali,Restaurant busy,0.0,2025-04-14,0,Monday,True
78924,7819,Veggie Point,North Indian,2025-09-19 06:09:04,90.0,904.76,0.0,Wallet,5.0,Mumbai,Kiran,"Burger, Fries",Restaurant busy,0.0,2025-09-19,6,Friday,True
79602,8805,Biryani Express,Fast Food,2025-04-16 21:53:04,73.0,958.0,36.87,Card,0.0,Pune,Harsh,"Pizza, Coke",Customer Cancelled,0.0,2025-04-16,21,Wednesday,False
64188,6521,Sushi World,Mexican,2025-08-19 03:23:04,64.0,958.0,25.33,Card,5.0,Pune,Sana,"Burger, Fries",Rider unavailable,0.0,2025-08-19,3,Tuesday,True
24181,1783,Biryani Express,South Indian,2025-02-13 01:22:04,71.0,958.0,0.0,Wallet,5.0,Hyderabad,Rohan,"Pizza, Coke",Customer Cancelled,0.0,2025-02-13,1,Thursday,True
77505,6948,Kebab Street,Japanese,2025-06-14 09:24:04,120.0,1560.05,24.49,Upi,0.0,Pune,Deepak,"Burger, Fries",Customer Cancelled,0.0,2025-06-14,9,Saturday,False
60608,5632,Spice Villa,Fast Food,2025-04-21 13:11:04,60.0,822.78,10.58,Upi,5.0,Delhi,Sana,"Pizza, Coke",Rider unavailable,638.37,2025-04-21,13,Monday,True
19499,9166,Spice Villa,South Indian,2025-08-17 16:11:04,24.0,958.0,36.71,Card,0.0,Delhi,Amit,Sushi Set,No cancellation,0.0,2025-08-17,16,Sunday,False
90533,1258,Tandoori Nights,North Indian,2025-11-02 21:26:04,60.0,958.0,26.88,Cash,5.0,Delhi,Fatima,Biryani,Customer Cancelled,0.0,2025-11-02,21,Sunday,True
27454,3979,Kebab Street,North Indian,2025-05-20 19:18:04,60.0,1202.38,33.39,Cash,5.0,Mumbai,Kiran,"Pizza, Coke",Rider unavailable,0.0,2025-05-20,19,Tuesday,True
61534,2883,Burger Hub,North Indian,2025-01-31 16:37:04,28.0,958.0,28.49,Card,3.3,Hyderabad,Rohan,Biryani,Rider unavailable,236.67,2025-01-31,16,Friday,True
10019,4065,Kebab Street,Japanese,2025-07-09 10:58:04,102.0,958.0,0.0,Upi,5.0,Bangalore,Deepak,"Pizza, Coke",Rider unavailable,0.0,2025-07-09,10,Wednesday,True
69607,8540,Burger Hub,South Indian,2025-07-14 05:29:04,57.0,958.0,13.02,Net Banking,5.0,Pune,Kiran,Noodles,Restaurant busy,176.98,2025-07-14,5,Monday,True
62459,3972,Café Bliss,Italian,2025-02-03 22:11:04,47.0,1542.17,0.0,Upi,0.0,Pune,Harsh,South Thali,Customer Cancelled,0.0,2025-02-03,22,Monday,False
87835,2472,Burger Hub,Italian,2024-12-23 17:44:04,60.0,1187.24,0.0,Cash,2.2,Mumbai,Sana,"Pizza, Coke",Customer Cancelled,0.0,2024-12-23,17,Monday,True
47220,7003,Pizza Craft,Japanese,2025-09-17 13:42:04,17.0,958.0,38.25,Cash,0.0,Hyderabad,Kiran,"Burger, Fries",Rider unavailable,118.57,2025-09-17,13,Wednesday,False
76645,7309,Noodle House,Japanese,2025-11-21 06:53:04,92.0,958.0,2.67,Upi,5.0,Pune,Rohan,"Burger, Fries",Restaurant busy,0.0,2025-11-21,6,Friday,True
44461,7387,Spice Villa,South Indian,2025-05-01 01:59:04,78.0,958.0,0.0,Wallet,5.0,Pune,Rohan,"Pizza, Coke",Restaurant busy,0.0,2025-05-01,1,Thursday,True
73053,4233,Café Bliss,Italian,2025-11-11 22:34:04,60.0,415.89,5.74,Card,5.0,Pune,Amit,South Thali,Rider unavailable,0.0,2025-11-11,22,Tuesday,True
44117,5662,Pizza Craft,Japanese,2025-10-20 21:41:04,60.0,958.0,0.0,Card,5.0,Bangalore,Sana,"Burger, Fries",Restaurant busy,0.0,2025-10-20,21,Monday,True
24461,2715,Pizza Craft,North Indian,2025-01-10 19:17:04,60.0,1530.04,10.84,Upi,1.8,Mumbai,Kiran,"Pizza, Coke",Customer Cancelled,166.89,2025-01-10,19,Friday,True
97983,9256,Sushi World,Fast Food,2025-03-29 23:08:04,60.0,958.0,0.0,Card,0.0,Delhi,Deepak,Biryani,Restaurant busy,0.0,2025-03-29,23,Saturday,False
25483,5629,Café Bliss,North Indian,2025-11-19 03:43:04,60.0,958.0,0.0,Upi,2.5,Pune,Amit,"Pizza, Coke",No cancellation,0.0,2025-11-19,3,Wednesday,True
71128,3981,Kebab Street,Fast Food,2025-03-28 13:34:04,60.0,958.0,0.0,Card,0.0,Hyderabad,Kiran,Sushi Set,Restaurant busy,0.0,2025-03-28,13,Friday,False
48309,4794,Burger Hub,Italian,2025-10-09 16:21:04,60.0,958.0,0.0,Cash,0.0,Hyderabad,Kiran,South Thali,No cancellation,0.0,2025-10-09,16,Thursday,False
86271,9850,Burger Hub,Fast Food,2025-06-25 18:52:04,60.0,1088.88,0.0,Upi,4.2,Kolkata,Deepak,"Pizza, Coke",Rider unavailable,0.0,2025-06-25,18,Wednesday,True
34984,2305,Burger Hub,North Indian,2025-11-01 14:01:04,86.0,1039.14,0.0,Wallet,2.9,Delhi,Sana,South Thali,Rider unavailable,466.82,2025-11-01,14,Saturday,True
18164,1025,Biryani Express,Fast Food,2025-08-06 11:32:04,60.0,958.0,0.0,Net Banking,5.0,Bangalore,Harsh,Sushi Set,No cancellation,0.0,2025-08-06,11,Wednesday,True
28878,5546,Burger Hub,Chinese,2025-06-04 16:44:04,60.0,958.0,0.0,Cash,0.0,Hyderabad,Harsh,"Pizza, Coke",No cancellation,0.0,2025-06-04,16,Wednesday,False
65170,4791,Burger Hub,Mexican,2025-04-20 11:42:04,50.0,1606.24,12.51,Net Banking,5.0,Kolkata,Harsh,South Thali,Restaurant busy,293.92,2025-04-20,11,Sunday,True
52903,1606,Sushi World,South Indian,2025-06-11 00:24:04,60.0,958.0,0.0,Net Banking,0.0,Delhi,Sana,Sushi Set,Restaurant busy,544.56,2025-06-11,0,Wednesday,False
42436,1597,Spice Villa,South Indian,2025-05-02 18:46:04,60.0,958.0,0.0,Cash,5.0,Mumbai,Amit,South Thali,Customer Cancelled,279.3,2025-05-02,18,Friday,True
55364,6963,Noodle House,Mexican,2025-03-21 05:54:04,60.0,958.0,0.0,Cash,4.8,Mumbai,Rohan,Sushi Set,No cancellation,0.0,2025-03-21,5,Friday,True
23193,5440,Burger Hub,Japanese,2025-03-17 09:16:04,60.0,958.0,2.09,Upi,1.6,Pune,Amit,"Burger, Fries",Restaurant busy,0.0,2025-03-17,9,Monday,True
29826,4599,Biryani Express,Italian,2024-12-15 21:01:04,105.0,958.0,12.96,Upi,0.0,Pune,Rohan,Biryani,Restaurant busy,0.0,2024-12-15,21,Sunday,False
83481,7199,Burger Hub,Japanese,2025-02-24 05:08:04,49.0,1685.96,0.0,Cash,2.5,Mumbai,Rohan,Noodles,Customer Cancelled,0.0,2025-02-24,5,Monday,True
56413,7121,Sushi World,Japanese,2025-06-25 19:06:04,44.0,958.0,0.0,Card,0.0,Pune,Sana,"Burger, Fries",Restaurant busy,0.0,2025-06-25,19,Wednesday,False
92181,6443,Spice Villa,Mexican,2025-09-13 16:15:04,60.0,958.0,0.0,Card,0.0,Pune,Kiran,South Thali,Rider unavailable,0.0,2025-09-13,16,Saturday,False
88062,5691,Café Bliss,Italian,2025-09-22 14:35:04,60.0,958.0,35.99,Card,0.0,Hyderabad,Sana,"Burger, Fries",Customer Cancelled,0.0,2025-09-22,14,Monday,False
82528,3437,Noodle House,Mexican,2025-01-03 14:21:04,60.0,1728.49,0.0,Card,0.0,Hyderabad,Deepak,South Thali,Restaurant busy,496.45,2025-01-03,14,Friday,False
11795,9710,Kebab Street,South Indian,2025-09-10 00:31:04,60.0,958.0,0.0,Cash,0.0,Pune,Sana,Noodles,No cancellation,0.0,2025-09-10,0,Wednesday,False
45176,1572,Noodle House,Italian,2024-11-27 00:42:04,60.0,958.0,0.0,Cash,0.0,Mumbai,Harsh,South Thali,Customer Cancelled,424.35,2024-11-27,0,Wednesday,False
47396,6861,Tandoori Nights,South Indian,2025-01-02 01:12:04,74.0,1103.2,20.82,Cash,0.0,Kolkata,Kiran,Noodles,Customer Cancelled,0.0,2025-01-02,1,Thursday,False
17641,1839,Spice Villa,South Indian,2025-02-16 17:10:04,18.0,893.26,0.0,Cash,0.0,Pune,Sana,Noodles,Restaurant busy,0.0,2025-02-16,17,Sunday,False
33788,9878,Pizza Craft,Japanese,2025-06-16 20:43:04,84.0,958.0,0.0,Upi,2.9,Pune,Harsh,Sushi Set,Restaurant busy,0.0,2025-06-16,20,Monday,True
17421,3575,Veggie Point,Japanese,2024-12-19 08:00:04,79.0,1582.95,31.24,Wallet,4.7,Hyderabad,Sana,Biryani,Restaurant busy,0.0,2024-12-19,8,Thursday,True
88096,2206,Kebab Street,Italian,2025-03-31 21:29:04,60.0,1393.1,0.0,Upi,0.0,Bangalore,Kiran,South Thali,Customer Cancelled,627.8,2025-03-31,21,Monday,False
38111,6236,Sushi World,Mexican,2025-04-22 18:37:04,61.0,958.0,0.0,Upi,0.0,Hyderabad,Deepak,Biryani,Rider unavailable,0.0,2025-04-22,18,Tuesday,False
72876,8899,Spice Villa,Mexican,2025-01-19 23:21:04,60.0,958.0,4.04,Net Banking,0.0,Mumbai,Harsh,Sushi Set,Rider unavailable,0.0,2025-01-19,23,Sunday,False
42020,8590,Café Bliss,Mexican,2025-03-03 19:15:04,60.0,958.0,0.0,Cash,2.2,Pune,Kiran,Biryani,No cancellation,0.0,2025-03-03,19,Monday,True
90643,7080,Veggie Point,Japanese,2025-03-08 16:03:04,60.0,958.0,27.37,Upi,5.0,Delhi,Sana,"Pizza, Coke",No cancellation,0.0,2025-03-08,16,Saturday,True
77053,1332,Café Bliss,South Indian,2025-01-15 10:52:04,60.0,958.0,28.9,Wallet,5.0,Hyderabad,Fatima,"Pizza, Coke",Restaurant busy,0.0,2025-01-15,10,Wednesday,True
50605,3715,Burger Hub,Italian,2025-07-12 02:35:04,60.0,1525.82,0.0,Wallet,5.0,Hyderabad,Harsh,Biryani,No cancellation,0.0,2025-07-12,2,Saturday,True
81945,2108,Biryani Express,Italian,2025-07-21 19:26:04,90.0,958.0,0.0,Cash,0.0,Mumbai,Fatima,"Burger, Fries",No cancellation,0.0,2025-07-21,19,Monday,False
25107,5537,Biryani Express,Fast Food,2025-05-06 20:25:04,60.0,958.0,0.0,Card,3.8,Bangalore,Harsh,Noodles,Customer Cancelled,0.0,2025-05-06,20,Tuesday,True
51708,2309,Burger Hub,Fast Food,2025-09-27 03:12:04,60.0,801.64,1.44,Cash,2.3,Kolkata,Fatima,Noodles,Customer Cancelled,621.14,2025-09-27,3,Saturday,True
31911,1039,Spice Villa,North Indian,2024-12-08 10:54:04,60.0,1178.87,0.0,Upi,3.9,Bangalore,Deepak,"Pizza, Coke",Rider unavailable,0.0,2024-12-08,10,Sunday,True
56879,8493,Burger Hub,Italian,2024-12-06 18:00:04,47.0,958.0,0.0,Upi,0.0,Bangalore,Harsh,"Pizza, Coke",No cancellation,0.0,2024-12-06,18,Friday,False
12098,8056,Tandoori Nights,Chinese,2025-01-31 22:10:04,60.0,958.0,0.0,Cash,5.0,Hyderabad,Rohan,Noodles,Rider unavailable,439.42,2025-01-31,22,Friday,True
19748,8198,Spice Villa,Italian,2025-10-18 04:09:04,33.0,958.0,36.16,Cash,5.0,Delhi,Deepak,Noodles,No cancellation,0.0,2025-10-18,4,Saturday,True
41916,6299,Burger Hub,Japanese,2025-07-05 22:43:04,31.0,749.44,0.0,Upi,3.2,Kolkata,Kiran,"Pizza, Coke",Customer Cancelled,0.0,2025-07-05,22,Saturday,True
64352,7891,Spice Villa,South Indian,2025-08-06 01:14:04,89.0,958.0,2.78,Upi,5.0,Delhi,Deepak,South Thali,Rider unavailable,443.13,2025-08-06,1,Wednesday,True
